gold_left,sum_unit_tier,mean_unit_rarity
4,19,4.090909090909091
1,14,3.0
22,16,3.111111111111111
15,14,2.75
0,14,4.2
49,19,2.0
4,13,3.375
32,19,3.8
48,15,2.5
50,13,2.0
1,17,3.333333333333333
8,18,4.090909090909091
1,21,1.3333333333333333
26,16,3.4444444444444446
0,16,2.333333333333333
1,19,2.0
30,16,2.7777777777777777
35,13,2.875
0,23,4.636363636363637
0,16,2.25
1,18,2.6
0,20,4.6
38,16,3.0
0,16,2.7777777777777777
3,17,3.7
0,12,4.375
0,15,3.7
4,19,2.333333333333333
0,16,3.333333333333333
40,16,4.0
0,15,4.5
0,16,2.5
5,20,1.5555555555555556
0,12,2.875
1,14,2.375
6,19,3.8
1,22,3.9166666666666665
59,16,2.0
2,20,2.6666666666666665
2,17,3.7777777777777777
0,14,2.75
50,21,2.2
4,17,2.888888888888889
0,14,2.375
31,14,3.25
8,15,3.375
0,16,3.0
7,19,2.5
59,18,3.7
4,14,3.6666666666666665
34,18,1.6666666666666667
0,15,3.7
21,19,1.4285714285714286
4,18,4.0
2,19,1.8888888888888888
3,19,4.2727272727272725
7,22,4.416666666666667
53,17,2.555555555555556
1,16,2.7777777777777777
2,16,3.0
12,15,2.875
1,15,2.7777777777777777
31,13,2.0
3,16,2.7777777777777777
1,14,3.0
7,17,2.6
0,21,1.9
6,21,2.375
4,14,1.2857142857142858
25,12,1.4285714285714286
0,6,4.5
1,20,3.363636363636364
1,18,2.2222222222222223
11,17,3.375
65,17,2.5
0,16,4.8
8,16,2.6666666666666665
1,13,1.5714285714285714
1,12,4.7
1,19,2.0
1,15,2.5
52,15,4.0
0,10,3.875
7,13,1.625
2,14,2.555555555555556
1,13,2.6666666666666665
5,19,3.0
0,17,2.888888888888889
2,14,4.888888888888889
1,16,3.4444444444444446
1,14,3.6666666666666665
0,15,3.2222222222222223
22,16,0.8571428571428571
1,13,3.875
14,17,3.555555555555556
1,16,1.0
0,19,3.909090909090909
1,19,3.333333333333333
1,15,3.3
4,15,2.7777777777777777
3,13,1.6666666666666667
0,19,3.111111111111111
4,20,4.0
10,19,4.2
27,17,1.1428571428571428
0,12,3.0
2,15,3.111111111111111
1,18,1.25
6,20,4.090909090909091
18,18,1.5
3,17,3.2222222222222223
2,17,3.2
4,18,2.2222222222222223
0,16,2.0
1,19,2.4444444444444446
1,15,5.0
1,18,3.5
3,21,4.090909090909091
0,11,2.7777777777777777
8,14,0.6666666666666666
1,15,3.555555555555556
1,16,2.0
0,17,2.0
4,20,3.7
1,16,1.375
0,17,2.0
0,10,2.1666666666666665
0,14,3.6666666666666665
7,17,2.7777777777777777
1,14,3.125
3,16,3.555555555555556
0,19,2.6
0,14,1.375
1,22,4.583333333333333
5,16,2.7777777777777777
2,18,3.6
0,15,2.8
55,13,2.875
19,21,4.090909090909091
1,20,3.111111111111111
0,15,3.0
2,18,3.7
0,17,3.8
1,17,3.5
2,14,2.25
1,17,3.4
51,15,2.125
1,15,2.25
6,18,3.7
1,17,3.6
4,15,4.0
1,16,4.2
38,14,2.0
6,15,1.625
4,16,3.555555555555556
2,14,3.555555555555556
0,17,4.1
1,14,2.75
1,19,1.5
0,17,4.2727272727272725
39,12,1.4285714285714286
1,15,2.0
1,16,2.555555555555556
1,20,2.8
5,18,2.4444444444444446
1,19,3.9
6,17,3.363636363636364
0,17,4.1
1,15,4.1
0,16,2.888888888888889
0,14,1.875
5,18,3.111111111111111
49,15,3.375
0,14,2.6666666666666665
10,16,2.75
1,14,3.7
10,16,3.6666666666666665
1,17,3.6
1,14,3.4
17,15,2.75
0,11,1.875
0,18,3.1
1,12,2.2857142857142856
1,10,3.0
6,19,4.090909090909091
2,14,4.0
8,21,1.875
2,16,3.555555555555556
50,17,3.8
4,17,1.875
6,17,2.0
2,17,3.0
53,15,2.7777777777777777
40,14,3.0
2,12,5.5
1,17,3.7
8,16,2.7777777777777777
0,15,3.5
2,17,2.5
5,19,4.818181818181818
5,17,2.4444444444444446
3,12,2.0
18,17,3.3
0,14,3.111111111111111
0,17,2.888888888888889
0,15,1.875
3,19,3.6
1,12,2.0
0,14,2.25
1,13,3.0
2,15,3.2222222222222223
11,13,4.555555555555555
0,18,2.0
1,15,4.0
10,16,2.4444444444444446
9,19,3.0
1,13,2.0
3,13,1.7142857142857142
28,11,2.875
1,16,3.111111111111111
2,15,2.875
1,18,2.0
0,15,1.75
1,20,3.363636363636364
0,17,1.5555555555555556
1,17,3.4
0,20,1.7777777777777777
2,10,2.5
18,14,3.0
3,16,4.4
0,20,3.727272727272727
0,8,1.1428571428571428
35,18,1.125
1,12,2.0
2,19,2.333333333333333
0,17,3.3
2,19,2.8
23,14,3.125
0,15,2.0
0,16,2.6666666666666665
10,16,3.636363636363636
5,16,2.6666666666666665
6,20,4.090909090909091
0,18,3.3
0,17,2.555555555555556
13,18,0.7142857142857143
0,20,2.7
0,18,3.4444444444444446
5,24,2.8
0,17,2.7777777777777777
1,17,3.333333333333333
1,12,4.0
11,16,3.9
2,13,2.875
2,15,2.888888888888889
0,17,3.6666666666666665
3,16,2.0
1,17,3.0
4,15,3.7
47,17,3.125
2,17,1.75
1,15,2.0
55,16,4.555555555555555
1,14,2.625
14,23,4.333333333333333
1,12,2.0
0,15,3.111111111111111
0,13,4.1
0,17,4.7
0,17,4.1
1,14,4.0
0,18,2.4444444444444446
9,16,3.125
5,18,2.7
1,17,4.2
12,13,2.0
1,19,4.090909090909091
6,16,3.111111111111111
51,19,3.2
1,12,3.0
28,16,2.5
3,17,4.5
1,17,4.0
11,17,4.0
0,16,2.6666666666666665
1,13,3.4444444444444446
1,19,3.636363636363636
0,17,3.090909090909091
3,13,3.0
39,15,2.333333333333333
19,16,2.0
1,21,2.5
0,17,2.7777777777777777
14,19,1.875
1,16,4.416666666666667
2,17,4.4
27,15,2.625
0,18,2.875
36,15,2.375
1,14,3.7777777777777777
2,15,3.0
0,17,3.7
1,19,4.090909090909091
1,16,2.375
2,15,0.6666666666666666
4,13,4.25
0,15,2.888888888888889
18,17,3.8
1,21,4.363636363636363
0,14,2.75
3,15,2.7777777777777777
1,13,2.375
56,13,3.125
0,18,2.0
22,16,3.111111111111111
50,13,2.75
1,5,6.0
1,17,2.125
1,16,3.4
1,11,2.625
8,20,1.6666666666666667
2,11,2.875
4,19,4.3
0,13,2.555555555555556
1,17,3.5
0,13,2.2222222222222223
0,17,3.111111111111111
0,15,2.0
0,16,3.111111111111111
4,19,3.5
8,20,2.0
1,17,2.7777777777777777
2,13,4.111111111111111
1,17,3.8
0,18,2.2222222222222223
1,18,1.25
0,14,4.2
1,18,2.9
1,14,2.875
0,16,2.25
27,16,1.1666666666666667
1,14,3.0
54,18,2.6666666666666665
0,14,2.375
2,14,3.0
19,17,1.0
1,10,4.125
0,16,2.75
11,19,2.555555555555556
0,15,3.555555555555556
0,13,3.0
69,18,3.0
0,14,2.5
15,14,2.125
1,20,3.6
1,19,3.333333333333333
6,15,4.5
3,18,3.0
2,18,4.0
0,16,1.375
11,14,2.142857142857143
1,15,4.0
1,18,3.0
1,14,1.8571428571428568
0,18,1.375
2,20,2.0
0,20,4.25
0,11,1.3333333333333333
1,15,3.333333333333333
0,21,1.3
3,16,2.2222222222222223
0,19,3.8181818181818175
5,15,2.25
1,16,3.4444444444444446
0,14,1.9
70,18,4.0
4,16,2.375
1,20,2.333333333333333
1,7,6.0
0,20,2.555555555555556
5,15,3.0
0,16,2.25
1,17,1.8888888888888888
4,15,1.75
36,17,1.4285714285714286
0,15,3.2222222222222223
2,25,1.7
20,17,3.6666666666666665
6,19,0.7777777777777778
1,15,3.333333333333333
0,16,3.7777777777777777
0,14,3.9
2,20,2.4444444444444446
4,21,2.3
2,17,3.111111111111111
0,16,3.75
0,15,2.888888888888889
9,15,3.555555555555556
1,13,2.375
0,19,4.545454545454546
2,15,2.5
2,17,2.333333333333333
1,16,3.111111111111111
0,16,3.111111111111111
60,16,3.4444444444444446
22,15,2.25
2,18,4.2
1,12,2.875
2,19,3.4545454545454546
53,17,3.0
3,18,2.6666666666666665
3,20,3.2
1,11,2.625
13,19,3.7
23,17,2.75
1,13,3.7777777777777777
0,15,2.375
0,17,3.5
9,17,3.0
20,18,3.6
49,16,2.375
1,19,4.181818181818182
0,13,2.0
0,18,4.090909090909091
3,14,2.888888888888889
0,18,2.6
2,17,4.0
0,11,3.875
0,21,3.9
0,13,2.7
0,13,3.25
0,16,2.25
0,13,2.375
1,19,3.5
1,16,3.111111111111111
1,15,1.25
3,18,5.1
5,18,4.0
1,20,1.125
0,18,3.8
1,8,2.125
1,17,2.75
1,19,1.0
3,16,1.875
7,18,4.4
10,17,1.5
0,12,2.375
0,16,1.2857142857142858
0,11,3.125
1,17,2.2222222222222223
0,16,2.7777777777777777
1,11,3.111111111111111
0,15,0.8571428571428571
1,16,3.111111111111111
0,18,2.4444444444444446
13,18,2.6666666666666665
13,14,2.375
2,17,3.6
3,16,3.333333333333333
1,20,2.0
51,20,3.1
0,16,3.2222222222222223
0,16,2.6666666666666665
49,14,2.375
19,15,1.0
4,13,3.7777777777777777
6,15,3.111111111111111
0,14,1.1428571428571428
2,18,2.4444444444444446
46,18,3.7
3,20,2.2222222222222223
0,15,3.555555555555556
1,21,1.8
0,12,2.1666666666666665
5,17,2.555555555555556
1,17,3.555555555555556
40,16,1.7142857142857142
3,14,3.0
13,17,1.7777777777777777
4,20,3.636363636363636
0,19,3.0
0,16,2.555555555555556
0,20,3.8181818181818175
1,16,3.333333333333333
1,21,4.0
3,17,3.5
1,17,2.625
5,19,3.6
51,18,1.0
0,15,4.416666666666667
3,15,2.5
24,16,1.7142857142857142
0,16,2.6666666666666665
0,17,3.7
1,15,2.4444444444444446
0,17,1.5555555555555556
3,20,4.083333333333333
0,14,3.0
43,16,1.1428571428571428
10,15,2.6666666666666665
7,15,2.75
0,17,2.6666666666666665
0,16,3.5
1,19,5.363636363636363
30,20,1.25
0,15,3.2222222222222223
3,12,2.625
1,17,3.6
1,15,2.375
0,11,2.75
1,17,3.8
8,17,3.4444444444444446
1,23,3.0
10,17,1.1428571428571428
1,17,3.2
0,15,2.7777777777777777
6,23,4.416666666666667
7,18,4.111111111111111
10,18,4.4
0,15,2.6666666666666665
0,16,1.6666666666666667
1,16,3.111111111111111
0,14,2.0
0,15,2.75
14,19,3.5
1,17,2.888888888888889
4,20,4.090909090909091
2,17,4.0
1,15,3.555555555555556
1,16,3.2222222222222223
4,17,2.9
18,17,1.875
4,17,2.7777777777777777
6,16,3.555555555555556
1,13,2.75
1,15,2.375
3,18,3.111111111111111
1,14,3.555555555555556
1,24,4.916666666666667
19,12,2.7777777777777777
0,18,2.5
2,17,2.6666666666666665
0,17,2.555555555555556
1,17,3.8
1,11,2.875
4,19,3.1
5,13,3.6666666666666665
51,13,2.125
0,14,2.333333333333333
0,17,2.125
51,15,2.4444444444444446
1,12,3.125
0,14,2.142857142857143
40,13,2.571428571428572
1,12,3.4444444444444446
0,14,1.7777777777777777
2,13,3.625
9,13,2.7142857142857144
12,15,3.375
1,14,4.111111111111111
94,4,0.0
4,20,2.555555555555556
1,17,3.8
9,14,2.0
2,14,3.333333333333333
1,22,1.8
0,17,1.375
33,16,2.0
1,16,3.111111111111111
67,14,2.7777777777777777
1,18,1.5
0,21,1.3333333333333333
1,19,3.8
0,9,2.625
0,16,3.0
7,20,1.25
0,17,1.375
0,12,4.0
1,13,3.0
1,15,2.375
1,16,3.125
2,23,2.363636363636364
0,12,1.5714285714285714
1,15,3.3
0,15,3.5
4,15,4.444444444444445
1,15,2.75
1,15,3.4444444444444446
0,17,1.7777777777777777
0,15,3.0
3,20,3.5
1,15,1.4285714285714286
63,22,1.3333333333333333
0,13,2.375
1,20,2.8
1,18,4.0
0,16,1.625
7,19,2.8
0,16,4.2727272727272725
4,16,3.2222222222222223
1,16,1.875
4,20,4.363636363636363
0,19,3.4
0,16,2.625
1,14,2.6666666666666665
23,12,3.571428571428572
4,17,3.0
3,16,4.2
1,16,4.0
22,18,2.6666666666666665
10,15,2.75
2,19,1.875
1,19,2.0
53,17,2.555555555555556
1,14,2.4444444444444446
22,16,4.0
1,18,2.6
1,18,3.6
0,16,3.7
9,19,4.0
0,15,2.75
1,15,4.7
0,18,4.25
0,16,2.125
0,15,3.6
0,17,3.6
3,20,2.7777777777777777
15,16,4.2
0,16,2.7777777777777777
3,20,3.6
12,18,3.9
4,15,5.5
1,18,3.5454545454545454
51,15,2.875
1,16,3.2222222222222223
30,15,3.0
0,15,2.2222222222222223
51,14,3.25
18,17,2.888888888888889
28,18,4.2
0,17,2.555555555555556
0,13,2.142857142857143
23,14,1.5714285714285714
0,14,2.375
2,17,2.4444444444444446
1,13,2.375
1,14,3.0
3,15,4.222222222222222
0,20,3.8181818181818175
14,13,4.5
34,15,2.25
8,16,3.3
35,18,1.625
0,16,3.7
12,14,3.625
21,16,3.0
0,14,2.25
0,15,2.555555555555556
6,21,4.0
1,13,2.555555555555556
4,18,3.4
50,13,2.0
7,18,3.727272727272727
8,16,2.7777777777777777
8,18,3.7777777777777777
0,15,4.0
1,20,4.090909090909091
1,15,3.555555555555556
59,14,3.0
2,21,1.2222222222222223
2,21,4.2727272727272725
2,20,3.8
0,13,4.222222222222222
3,17,5.083333333333333
48,16,3.0
53,13,2.375
0,16,2.75
0,17,3.4444444444444446
0,14,2.0
1,20,1.6
3,15,2.75
0,17,3.8
1,12,2.125
57,18,3.2222222222222223
3,21,2.5
5,18,2.2222222222222223
0,14,3.111111111111111
0,14,4.2727272727272725
1,15,3.111111111111111
1,18,0.75
0,14,3.5
1,16,3.333333333333333
9,18,3.111111111111111
30,14,2.0
1,18,2.555555555555556
2,19,3.8
1,13,3.25
0,14,3.7777777777777777
8,17,2.375
1,15,2.625
0,15,3.4444444444444446
0,14,3.333333333333333
13,13,3.0
1,17,1.3333333333333333
6,19,2.25
1,15,2.7
1,20,3.727272727272727
1,12,4.222222222222222
0,14,2.375
0,17,4.636363636363637
0,14,2.75
0,17,3.111111111111111
20,20,2.0
4,15,2.875
0,16,1.25
54,16,3.8181818181818175
1,17,4.0
3,12,4.25
41,19,4.3
3,17,2.7777777777777777
1,21,3.0
3,20,3.7
14,14,3.125
29,15,2.0
0,17,1.5
0,16,2.555555555555556
1,13,3.125
1,14,3.0
7,19,3.4444444444444446
21,20,3.9
1,20,2.0
0,10,2.375
1,16,3.2222222222222223
1,15,1.4285714285714286
7,20,1.25
0,9,1.6666666666666667
0,17,3.3
21,11,3.375
53,16,2.125
0,12,2.875
1,12,2.75
3,17,4.8
0,16,3.2222222222222223
4,22,4.181818181818182
1,19,4.090909090909091
1,16,3.333333333333333
0,17,2.555555555555556
0,18,3.272727272727273
1,14,4.4
24,16,2.888888888888889
18,12,3.2857142857142856
27,18,3.8
0,15,2.4444444444444446
2,17,4.555555555555555
0,19,2.6666666666666665
50,18,3.6666666666666665
0,18,3.090909090909091
0,14,3.0
2,20,4.0
1,14,1.75
0,17,1.375
9,18,2.4444444444444446
20,20,4.090909090909091
1,15,2.0
0,16,3.375
3,16,2.111111111111111
1,17,3.5
2,16,3.111111111111111
0,13,3.6666666666666665
0,17,2.75
2,18,2.9
10,14,3.125
13,18,3.7777777777777777
24,19,4.0
2,14,2.571428571428572
0,12,2.2857142857142856
6,23,1.5555555555555556
13,16,3.555555555555556
5,17,2.25
0,14,0.7142857142857143
6,14,1.4285714285714286
5,19,2.6666666666666665
3,14,2.4444444444444446
2,15,3.5
2,21,4.416666666666667
1,21,1.7777777777777777
51,16,1.5
0,15,3.75
2,17,5.454545454545454
20,13,3.125
62,21,2.888888888888889
5,17,3.0
1,17,3.4444444444444446
1,19,2.555555555555556
1,19,3.7
7,19,2.333333333333333
10,20,3.9
0,12,3.25
9,16,3.0
5,18,2.888888888888889
27,18,5.0
2,18,2.7777777777777777
1,13,3.625
0,18,2.7777777777777777
3,17,3.7
6,14,3.2222222222222223
51,18,3.2
2,18,3.5454545454545454
0,17,3.0
23,14,3.125
2,18,3.8
1,18,1.5
3,15,2.888888888888889
29,19,2.7
52,11,3.6666666666666665
3,21,2.25
3,16,3.6666666666666665
2,18,2.888888888888889
1,17,2.0
1,15,2.625
0,13,3.0
3,16,2.4444444444444446
7,18,2.625
1,15,3.555555555555556
1,19,2.7777777777777777
1,15,3.555555555555556
49,14,3.555555555555556
1,13,2.4285714285714284
1,17,4.4
0,17,2.7777777777777777
5,16,3.375
0,16,2.555555555555556
4,17,2.6666666666666665
0,18,2.75
6,16,2.6666666666666665
5,19,4.1
36,17,2.7777777777777777
0,14,1.3333333333333333
26,15,2.0
1,16,3.333333333333333
4,14,3.125
2,18,3.333333333333333
0,12,2.0
4,17,4.727272727272728
0,14,2.0
1,13,3.5
0,11,2.0
50,19,2.4444444444444446
0,11,4.555555555555555
0,13,4.777777777777778
2,16,4.090909090909091
16,15,3.4444444444444446
0,17,3.375
0,18,2.2222222222222223
4,13,2.142857142857143
3,17,3.7
0,13,3.0
1,16,3.2
1,11,2.625
1,14,3.25
0,19,3.555555555555556
1,14,3.555555555555556
2,19,3.7
0,18,3.111111111111111
8,16,2.7777777777777777
4,15,3.2222222222222223
0,14,3.7
52,16,2.25
3,17,2.4444444444444446
0,15,2.2222222222222223
0,15,2.25
1,14,3.125
2,14,2.888888888888889
1,20,5.090909090909091
0,17,1.25
0,15,1.75
1,16,2.2222222222222223
61,13,2.0
0,20,2.3
0,15,2.2222222222222223
9,18,1.1428571428571428
0,16,2.375
2,19,3.7
2,17,2.2222222222222223
1,19,3.1
37,15,2.888888888888889
1,17,3.2222222222222223
0,19,4.090909090909091
0,18,3.272727272727273
2,15,2.7777777777777777
3,14,3.333333333333333
11,18,3.6666666666666665
1,18,1.875
2,16,2.333333333333333
4,17,3.111111111111111
55,18,1.625
7,14,3.0
22,19,1.625
0,14,3.25
0,17,2.4444444444444446
27,17,1.8888888888888888
0,17,3.111111111111111
3,19,2.5
0,15,4.4
0,17,3.2222222222222223
30,15,2.888888888888889
1,14,2.75
0,19,2.6666666666666665
8,14,2.125
1,17,1.5
1,7,6.0
14,14,2.625
5,15,1.5714285714285714
0,15,2.5
0,13,3.25
50,14,3.0
1,13,3.125
2,17,2.8
2,13,2.625
1,15,3.7
55,17,2.555555555555556
24,14,3.125
9,14,2.75
0,16,3.4
0,15,4.0
3,7,1.4285714285714286
2,17,4.636363636363637
51,14,4.111111111111111
0,17,3.2
1,18,3.7
4,19,3.9
1,16,4.666666666666667
1,15,2.8
1,18,2.2222222222222223
55,15,3.333333333333333
0,14,3.5
9,12,1.7777777777777777
2,18,1.75
50,14,3.555555555555556
4,18,2.4
0,16,3.2
1,18,3.909090909090909
0,15,2.0
18,22,3.636363636363636
0,15,3.333333333333333
2,13,2.75
1,17,3.6666666666666665
32,13,2.375
1,14,2.6
0,16,2.555555555555556
4,18,3.5
34,19,3.9
21,13,2.625
3,16,3.333333333333333
2,22,3.5
0,18,3.2222222222222223
0,13,3.125
10,15,3.0
0,15,5.0
53,13,2.2857142857142856
99,19,4.363636363636363
60,13,2.75
5,22,3.8461538461538463
0,13,2.375
3,18,5.9
34,17,2.75
0,12,2.375
0,17,3.111111111111111
12,12,3.4444444444444446
1,14,2.888888888888889
0,16,3.111111111111111
1,14,3.555555555555556
1,14,3.9
2,20,3.4545454545454546
0,16,2.6
6,17,2.9
11,13,2.5
52,17,4.0
0,19,3.7
16,21,3.909090909090909
39,15,3.333333333333333
4,13,2.125
1,20,3.909090909090909
9,18,1.8888888888888888
1,17,3.25
0,14,3.0
1,15,3.0
53,16,3.2222222222222223
1,12,2.4285714285714284
1,12,2.125
0,21,2.111111111111111
0,14,3.111111111111111
2,19,3.0
64,12,2.375
1,14,3.0
6,19,3.8
12,22,3.75
0,12,3.125
0,15,1.875
1,16,2.75
0,15,2.0
0,17,2.2222222222222223
1,18,3.363636363636364
1,18,2.5
1,16,3.4
0,15,2.75
1,13,3.125
8,17,3.333333333333333
59,21,4.636363636363637
2,16,3.333333333333333
0,20,2.0
0,17,3.111111111111111
3,16,3.0
11,13,2.571428571428572
10,19,2.7777777777777777
1,16,3.5
6,17,2.5
31,20,2.0
38,14,4.0
4,17,3.333333333333333
1,19,3.5454545454545454
1,11,3.25
3,17,3.2222222222222223
0,19,3.7
1,16,3.0
0,15,3.25
0,22,4.75
19,16,1.7142857142857142
2,15,3.4444444444444446
0,12,3.0
0,17,2.25
0,16,2.555555555555556
1,16,2.0
3,15,2.4444444444444446
1,17,3.0
0,17,3.111111111111111
7,20,2.555555555555556
7,16,2.0
13,17,3.555555555555556
42,14,5.666666666666667
0,14,1.9
0,19,2.333333333333333
4,15,1.4285714285714286
1,14,4.222222222222222
0,19,3.2
3,20,2.111111111111111
1,14,2.0
0,19,3.2
0,16,5.0
50,19,4.818181818181818
1,18,4.090909090909091
5,16,3.333333333333333
2,17,3.0
18,19,2.888888888888889
0,16,1.4285714285714286
28,16,3.4444444444444446
2,14,2.875
0,16,3.4
1,16,4.666666666666667
4,18,3.4
2,14,2.0
5,17,3.8
0,13,4.0
50,16,2.555555555555556
4,17,3.5
14,20,3.1
0,18,2.4444444444444446
20,14,2.5
3,22,2.2222222222222223
2,16,4.5
1,21,1.375
0,14,2.375
1,23,4.090909090909091
1,14,4.2
1,15,2.888888888888889
0,16,2.555555555555556
1,17,3.7
13,21,1.6
0,16,3.9
1,14,2.888888888888889
1,21,3.5454545454545454
33,18,3.4
0,20,4.545454545454546
43,18,3.7
1,17,3.333333333333333
4,17,2.4444444444444446
3,16,3.1
1,15,2.75
0,19,1.75
15,18,2.7777777777777777
1,18,4.4
44,22,4.454545454545454
12,19,1.875
5,16,5.3
1,17,2.111111111111111
0,13,2.555555555555556
0,11,3.25
6,15,3.5
43,17,3.111111111111111
1,17,4.666666666666667
2,15,2.25
1,16,2.5
9,13,2.142857142857143
0,18,3.727272727272727
0,21,4.181818181818182
9,10,2.875
35,21,3.909090909090909
1,14,3.333333333333333
1,17,3.3
0,18,4.1
1,16,4.090909090909091
0,13,2.888888888888889
1,14,3.4444444444444446
1,17,2.625
1,17,3.7777777777777777
0,16,3.333333333333333
1,18,2.888888888888889
7,18,3.7
1,11,2.375
1,15,2.0
2,12,2.125
1,16,3.2222222222222223
47,16,2.25
7,17,3.333333333333333
2,17,3.4444444444444446
0,19,3.7
0,18,3.0
0,12,3.375
0,11,2.333333333333333
4,17,3.6666666666666665
0,20,2.6666666666666665
28,19,3.5
27,20,2.111111111111111
2,15,2.4444444444444446
1,10,2.75
0,22,4.636363636363637
0,21,3.0
0,15,3.0
0,14,3.0
1,16,3.727272727272727
23,17,2.142857142857143
1,18,3.1
1,14,3.4444444444444446
54,16,3.375
1,16,4.454545454545454
0,16,3.333333333333333
4,15,3.0
0,16,3.3
1,16,3.7777777777777777
6,15,1.75
1,16,2.875
19,17,1.4285714285714286
16,17,2.25
50,15,2.375
10,13,3.5
7,17,5.0
5,16,2.375
2,19,3.0
8,15,2.2222222222222223
51,18,3.2222222222222223
0,15,3.4545454545454546
1,18,3.8
0,14,3.375
2,18,3.8
0,14,3.0
52,18,1.5
41,15,1.4285714285714286
4,15,3.6666666666666665
0,18,3.7
43,16,2.555555555555556
39,21,3.4166666666666665
4,17,2.888888888888889
1,13,2.6666666666666665
25,15,3.2222222222222223
30,15,1.7142857142857142
17,18,2.125
1,17,3.8
0,17,2.555555555555556
49,16,2.0
10,25,1.7777777777777777
3,10,3.25
1,14,4.222222222222222
1,15,3.6666666666666665
0,19,3.363636363636364
0,15,3.8
3,15,3.0
21,15,2.375
11,15,2.5
1,15,3.0
1,17,3.9
2,14,3.333333333333333
1,16,3.8
11,18,4.8
3,18,3.8
1,18,3.4444444444444446
1,15,3.0
3,16,3.111111111111111
6,17,1.375
0,16,3.0
7,13,1.4285714285714286
1,15,2.25
2,18,3.1
1,15,2.111111111111111
0,16,3.4444444444444446
0,13,2.75
65,17,3.555555555555556
2,13,1.7142857142857142
10,19,4.1
0,16,4.2
1,19,1.7777777777777777
1,16,3.2222222222222223
2,12,3.2222222222222223
1,20,3.090909090909091
6,18,1.75
0,9,1.6666666666666667
1,11,2.875
8,13,2.7142857142857144
1,17,3.0
1,16,2.7777777777777777
1,15,2.125
0,15,2.555555555555556
27,17,3.2
0,11,2.625
1,20,2.4444444444444446
0,16,3.0
0,19,2.2222222222222223
44,15,2.2222222222222223
1,17,3.5
0,17,2.0
5,16,2.625
0,15,3.7
1,19,3.0
13,16,2.0
7,23,4.25
0,15,2.888888888888889
0,17,3.3
1,15,4.111111111111111
1,18,3.3
1,16,2.125
10,15,3.555555555555556
1,19,3.7
1,16,3.7777777777777777
0,13,2.0
1,20,3.727272727272727
0,18,3.0
0,13,3.2222222222222223
10,14,2.7777777777777777
0,16,1.8571428571428568
2,17,4.4
1,18,2.75
7,13,2.75
0,18,2.4
6,17,3.6666666666666665
1,15,4.5
1,17,3.3
11,22,3.3
1,17,2.4444444444444446
1,15,3.2222222222222223
0,12,3.375
20,15,2.0
5,15,2.111111111111111
0,17,2.7
0,19,3.3
1,19,4.090909090909091
0,17,2.555555555555556
1,13,3.111111111111111
0,18,4.2
1,13,3.125
58,18,3.5
1,21,1.6363636363636365
1,15,2.888888888888889
2,16,2.25
4,17,3.7
0,19,3.0
0,16,1.0
0,17,2.7777777777777777
1,15,1.7142857142857142
0,15,3.333333333333333
12,15,2.875
2,15,3.6
2,12,3.125
0,16,2.6666666666666665
1,10,2.375
4,18,2.888888888888889
47,18,3.111111111111111
0,21,3.2
0,14,3.25
1,15,2.2222222222222223
5,19,3.6
0,16,2.7777777777777777
11,18,3.5454545454545454
1,14,2.75
1,19,3.9
1,18,3.0
15,15,3.4444444444444446
24,13,3.0
7,20,3.2
3,18,3.2
26,15,3.888888888888889
1,16,3.111111111111111
0,17,3.3
1,19,4.363636363636363
1,17,3.7
1,22,3.1818181818181817
0,16,2.7777777777777777
40,16,2.888888888888889
2,16,2.6666666666666665
0,16,3.0
0,17,1.1428571428571428
1,14,2.75
0,13,3.571428571428572
1,17,2.4444444444444446
0,16,2.375
1,11,1.6666666666666667
0,18,4.4
20,14,4.0
0,11,3.0
1,16,3.111111111111111
0,17,3.111111111111111
11,14,3.0
0,16,2.0
6,15,1.0
6,15,3.0
4,10,1.875
0,15,2.4444444444444446
3,18,2.4
1,20,2.9
0,17,3.9
0,15,3.6
0,17,3.909090909090909
0,17,3.8
6,22,2.6
1,14,3.555555555555556
3,12,4.0
7,21,2.555555555555556
35,16,2.555555555555556
2,19,3.9
8,20,1.0
2,14,3.7777777777777777
4,19,4.090909090909091
1,16,3.2222222222222223
2,14,2.7777777777777777
1,15,2.7777777777777777
64,14,2.25
2,17,4.727272727272728
0,15,2.111111111111111
5,19,3.1
13,18,3.3
31,15,3.2222222222222223
2,14,5.222222222222222
24,20,2.0
40,17,2.75
1,15,1.7142857142857142
20,21,4.181818181818182
6,17,3.555555555555556
6,17,3.555555555555556
0,18,1.5555555555555556
8,18,3.6666666666666665
0,8,2.5
4,17,2.0
5,14,3.6666666666666665
2,19,1.7777777777777777
1,16,3.6
3,15,0.6666666666666666
1,18,3.0
6,24,4.5
1,15,3.888888888888889
0,17,3.333333333333333
0,18,3.6
0,18,3.3
28,14,2.375
10,17,0.6666666666666666
62,6,0.4
0,17,1.75
20,14,3.0
1,16,1.5
1,18,3.1
0,13,5.888888888888889
1,19,1.7777777777777777
0,13,2.4444444444444446
2,14,2.375
49,18,3.6
9,18,2.625
1,15,2.0
4,18,2.2222222222222223
48,14,2.0
0,16,2.888888888888889
1,14,4.111111111111111
63,13,3.25
45,17,3.7777777777777777
5,20,4.818181818181818
0,14,2.7777777777777777
11,14,2.142857142857143
50,16,4.1
14,19,3.4444444444444446
3,14,2.625
5,9,2.0
0,13,2.0
